rxcui,og_score,og_query,rxnorm_concept,new_score,new_score_ord
310430.0,80,gabapentin oral 100 mg,gabapentin 100 MG Oral Capsule,50,26
9853.0,100,na,sodium,0,0
218402.0,50,mirapex generic,Mirapex,40,40
1661017.0,50,abt,ABT-925,0,0
8156.0,50,altase f,phenylalanine,15,15
7405.0,100,niacinamide,niacinamide,100,100
2004020.0,75,bupivacaine hydrochloride 0.25,,0,0
370547.0,100,allopurinol tablet,allopurinol Oral Tablet,73,17
630357.0,100,ortho-prefest,,0,0
2099289.0,100,inotersen,inotersen,100,100
29046.0,50,lisiniprol,lisinopril,80,80
311277.0,80,lansoprazole 30 mg capsule,lansoprazole 30 MG Delayed Release Oral Capsule,48,40
1088213.0,100,propafenone hcl er,,0,0
695.0,50,aminophenazone/phenacetin,aminopyrine,32,32
1986379.0,33,egg yolk\glycerin\olive oil\phospholipid 20.0 ml,,0,0
3390.0,50,de?ursil,diethylstilbestrol,27,27
215666.0,75,bethane,,0,0
215488.0,100,aveeno,,0,0
370515.0,44,acetaminophen\caffeine\carisoprodol\diclofenac oral 1.0 df tablet,acetaminophen / caffeine Oral Tablet,44,21
1309398.0,100,aesculus hippocastanum bark,Aesculus hippocastanum bark extract,74,74
705258.0,100,acetaminophen dextromethorphan doxylamine,acetaminophen / dextromethorphan / doxylamine,91,91
381044.0,75,isosorbide mononitrate 60.0 mg,isosorbide mononitrate 60 MG,86,80
28889.0,50,loratadin ratiopharm,loratadine,45,45
1790678.0,67,simvastatin oral,simvastatin Oral Suspension,55,55
2108327.0,40,steri neb cromolyn inhalation,cromolyn Inhalation Powder,37,20
8120.0,75,phenazopyrindine,phenazopyridine,93,93
135123.0,50,erector,Flector,71,71
1191.0,50,asprpin,aspirin,71,71
2174725.0,43,women over 50 multi,,0,0
1591942.0,100,ledipasvir\sofosbuvir,ledipasvir / sofosbuvir,86,86
4955.0,75,glycopyrroloate,glycopyrrolate,93,93
702433.0,43,coppertone sport dry topical lotion,menthol 30 MG/ML / methyl salicylate 150 MG/ML Topical Lotion,31,22
9504.0,50,ursamic,S-adenosylmethionine,15,15
1894.0,75,calcitriolo,calcitriol,90,90
1245091.0,75,nioxil,Nioxin,66,66
353138.0,40,5 hour energy drink,,0,0
104129.0,100,psyllium husk,ispaghula husk,50,50
1011657.0,67,krystexxa intravenous 8 mg,1 ML pegloticase 8 MG/ML Injection [Krystexxa],13,32
859424.0,88,rosuvastatin oral 5.0 mg film-coated tablet,rosuvastatin calcium 5 MG Oral Tablet,55,37
197596.0,100,dicloxacillin sodium oral 500 mg capsule,dicloxacillin 500 MG Oral Capsule,62,40
30003.0,100,milnacipran,milnacipran hydrochloride,44,44
643.0,50,amicacina amikacin sulfate,amikacin sulfate,61,61
214182.0,50,hydrocodone-acetaminophen remedeine0,acetaminophen / hydrocodone,36,41
861597.0,57,pentamidine inhalation 300 mg vapour,pentamidine isethionate 50 MG/ML Inhalation Solution,40,36
607692.0,100,apo?cal,,0,0
352792.0,50,throid,Nature-Throid,46,46
153972.0,25,hydrochloriquin,hydroxychloroquine sulfate,53,53
236665.0,67,black cohosh oral,black cohosh extract,75,75
2184116.0,100,amlodipine bisulfate,amlodipine benzoate,75,75
236539.0,100,ropivacaine,ropivacaine hydrochloride,44,44
227192.0,50,hypoten,Hypotears,55,55
392643.0,100,tramadol hcl-acetaminophen,,0,0
203357.0,50,msir capsule,,0,0
226326.0,100,dermovate,,0,0
2054490.0,100,rabeprazole sodium tablet delay release,,0,0
261551.0,50,lantus solo,Lantus,45,45
1589.0,100,biperiden lactate,biperiden,52,52
217905.0,50,klor-con m 20,Klor-Con,46,46
,0,cream,,0,0
1426761.0,100,eemt hs,,0,0
1099595.0,60,divalproex sodium 1200 mg,divalproex sodium 125 MG,84,72
4493.0,50,fluoxetine cap,fluoxetine,71,71
372545.0,100,ketorolac injectable solution,ketorolac Injectable Solution,93,37
8825.0,100,protamin,protamine sulfate (USP),34,34
312913.0,20,alba botanica natural sea minderal cleansing gel topical,,0,0
597966.0,100,atorvastatine 20 mg,atorvastatin 20 MG,84,63
151414.0,50,dicloforte,Beconase,30,30
6058.0,75,sorbifer,isosorbide dinitrate,35,25
992209.0,100,diabetic tussin ex,Diabetic Tussin EX,77,77
311354.0,100,lisinopril tab 5 mg,lisinopril 5 MG Oral Tablet,48,18
1689068.0,33,olm me,,0,0
1721298.0,88,antiacid,aconitic acid,61,30
1947939.0,43,caltrate bone 600 + d3,,0,0
42543.0,67,potassium l?aspartate,aspartate,42,42
597983.0,60,atorvastatin 40 mg 1/day,atorvastatin 40 MG,66,58
9853.0,100,na,sodium,0,0
23683.0,100,dromostanolone propionate,dromostanolone propionate,100,100
,0,flucithalmic,,0,0
806329.0,50,antibiotic cre plus,,0,0
10572.0,50,arco-thyroid,thyroid (USP),15,53
854840.0,67,vyvanse 40 mg shire oral,lisdexamfetamine dimesylate 40 MG Oral Capsule [Vyvanse],21,25
11253.0,67,vit d 12,vitamin D,33,11
84857.0,100,anastrozole,anastrozole,100,100
1001472.0,100,dutasteride-tamsulosin hcl,dutasteride / tamsulosin,73,73
371201.0,67,calcium carbonate oral 9 df tablet,calcium carbonate Oral Tablet,79,23
215831.0,75,calcium citrate+d,,0,0
1191.0,100,aspirin,aspirin,100,100
9853.0,100,na,sodium,0,0
866425.0,88,fer-iron 75,,0,0
855915.0,100,diclofenac sodium 75 mg,diclofenac sodium 75 MG,91,73
1110713.0,25,chemotherapy agent oral 400.0 mg,,0,0
809029.0,43,valsartan hct sandoz oral,hydrochlorothiazide / valsartan Oral Tablet [Diovan HCT],26,35
9853.0,100,na,sodium,0,0
2121532.0,83,mucinex sinus-max pressure and pain,,0,0
1540053.0,100,vitamin b3,,0,0
1718933.0,100,olanzapine pamoate 210 mg,olanzapine 210 MG,60,60
602792.0,25,sedamol,SenoSol,42,42
9853.0,100,na,sodium,0,0
313565.0,83,valacyclovir hydrochloride oral 500.0 mg tablet,valacyclovir 500 MG Oral Tablet,48,57
466581.0,100,acetaminophen\caffeine\salicylamide,acetaminophen / caffeine / salicylamide,84,84
892278.0,33,levothyroxine 10.50 mg,levothyroxine sodium 1 MG,60,60
6711.0,75,jelatonin,melatonin,88,88
203114.0,100,amiodaron hcl,amiodarone hydrochloride,54,54
,0,intravenous 40.0 mg,,0,0
36676.0,100,sodium bicarbonate,sodium bicarbonate,100,100
605203.0,100,glucosamine chondritin,,0,0
9853.0,100,na,sodium,0,0
216459.0,75,depakotte,Depakote,77,77
1014614.0,100,oxycodone 5 mg,oxycodone hydrochloride 5 MG,42,42
6400.0,58,linola linoleic acid,linoleic acid,65,65
9853.0,100,na,sodium,0,0
1663223.0,100,amiodarone injectable,amiodarone Injection,76,19
26225.0,100,ondansetron hcl,ondansetron,73,73
1667221.0,67,tramadol hydrochloride oral 150.0 mg,,0,0
48470.0,75,crean,Creon,60,60
1609231.0,67,otc artificial tear,,0,0
1650178.0,100,virt?vite forte,,0,0
360364.0,100,clozapine mylan,,0,0
23247.0,50,msm supplement,methylsulfonylmethane,28,28
9853.0,100,na,sodium,0,0
106964.0,100,hydrocortisone/lidocaine,hydrocortisone / lidocaine,92,88
9853.0,100,na,sodium,0,0
215839.0,100,calcium + vitamin d,,0,0
1374695.0,50,omega 3 300 mg,,0,0
406051.0,75,imatinib mesylate 400 mg teva,imatinib 400 MG,44,31
5227.0,60,heparin low-molecular-mass,,0,0
6375.0,100,l dopa,levodopa,62,25
854988.0,100,perindopril oral 4 mg tablet,perindopril erbumine 4 MG Oral Tablet,59,35
214317.0,100,bisoprolol?hydrochlorothiazide,bisoprolol / hydrochlorothiazide,90,90
6963.0,100,midodrine hydrochloride,midodrine,39,39
209010.0,36,calpero oral 500.0 mg,calcium acetate 667 MG Oral Tablet [Calphron],22,20
391874.0,71,esomeprazole magnesium oral 40.0 mg,esomeprazole 40 MG Oral Capsule,51,22
161.0,50,paracetamol cox,acetaminophen,33,13
202421.0,100,coumadin,Coumadin,87,87
707416.0,33,proactiv deep cleansing body brush,,0,0
2283546.0,23,intramuscular 1.0 df,cholecalciferol 0.095 MG / folic acid 1 MG Oral Tablet,12,18
1043735.0,83,b complex with vitamin c and d,,0,0
701889.0,50,dextran 70\hypromellose  1.0 gtt,dextran 70 0.001 MG/MG / hypromellose 0.008 MG/MG Ophthalmic Gel,40,26
866498.0,44,hct?beta oral 25 mg,hydrochlorothiazide 25 MG / metoprolol tartrate 100 MG Oral Tablet [Lopressor HCT],14,14
3355.0,75,diclofinac,diclofenac,90,90
134748.0,50,ra cetrizine hcl,rasagiline,37,18
144254.0,75,loratab 10,Lortab,50,50
10582.0,75,levythyroxin,levothyroxine,84,84
895502.0,41,canis lupus familiaris dander\canis hair subcutaneous 0.3 ml concentrate for cutaneous solution,dog hair extract 100 MG/ML Injectable Solution,25,16
219847.0,50,seloken,,0,0
1302755.0,28,venotrix intravenous 100 mg,epoprostenol 0.5 MG Injection [Veletri],15,17
151131.0,33,adalat xl-srt,Adalat,38,38
199492.0,100,nitrazepam oral 5 mg tablet,nitrazepam 5 MG Oral Tablet,66,22
8308.0,100,phytonadione,vitamin K1,16,25
197891.0,58,lithium carbonate oral 900.0 mg film-coated tablet,lithium carbonate 300 MG Extended Release Oral Tablet,50,16
858817.0,67,enalapril maleaat pch tablet 10 mg,enalapril maleate 10 MG Oral Tablet,48,34
218488.0,100,multivitamin with mineral,,0,0
1366666.0,33,vitamin beta carotene,rotenone,23,23
1799649.0,50,meticorten sp,SPS,0,0
237159.0,50,salbutamol dosieraerosol,levalbuterol,29,33
215928.0,50,cylex,Celexa,50,50
2107845.0,50,bio-d3 plus,,0,0
1372632.0,50,alisma plantago-aquatica var orientale tuber,Alisma plantago-aquatica subsp. orientale root extract,68,62
2029266.0,100,zolbetuximab,,0,0
82100.0,50,cefoperazone sodium and sulbactam for injection,sulbactam sodium,25,34
861007.0,75,metformin hydrochloride  500.0 mg film-coated tablet,metformin hydrochloride 500 MG Oral Tablet,69,53
1152446.0,67,cetirizine hydrochloride oral,cetirizine Oral Product,48,13
92103.0,25,centrum senior over 50,,0,0
373585.0,100,prednisone tablet,prednisone Oral Tablet,72,13
863669.0,83,tamsulosin hydrochloride oral 0.4 mg,tamsulosin hydrochloride 0.4 MG Oral Capsule,65,45
266856.0,50,divalproex sodium dispensing solution,divalproex sodium,45,45
688099.0,100,metoprolol succ er,,0,0
2204955.0,83,calcium aspartate oral 1200 mg tablet,,0,0
817579.0,67,acetaminophen-codeine 3,acetaminophen / codeine,78,91
1389232.0,100,laninamivir octanoate,,0,0
203798.0,50,microlax,,0,0
892767.0,100,nauzene,,0,0
4301.0,100,omega?3 polyunsaturated,omega-3 fatty acids,39,8
8620.0,25,pantozol,practolol,66,66
9853.0,100,na,sodium,0,0
220113.0,60,nature make super b-complex,,0,0
351125.0,27,embolex subcutaneous 30000.0 iu,follitropin alfa 600 UNT/ML Injectable Solution,12,17
17315.0,100,alka-seltzer,Alka-Seltzer,83,83
142236.0,100,human plasma,,0,0
11115.0,25,vagiman,valine,42,42
1300268.0,50,ketorax,Ketodan,57,57
2058400.0,60,mucinex fast max,,0,0
203214.0,67,diclofenac sodium oral,diclofenac sodium,77,77
857713.0,75,diclofenac sodium oral 75 mg tablet,diclofenac sodium 75 MG Extended Release Oral Tablet,50,26
812450.0,50,chemo port,,0,0
833471.0,16,meto tablinen oral 200.0 mg,betamethasone 0.0005 MG/MG / calcipotriene 0.00005 MG/MG [Taclonex],19,23
1173193.0,31,enelbin ret oral,Edecrin Oral Product,35,50
105285.0,80,oral 2 g tablet,sulfalene 2000 MG Oral Tablet,37,41
723.0,100,amoxicillin,amoxicillin,100,100
284845.0,100,prolex d,,0,0
353098.0,100,xyrem,Xyrem,80,80
39998.0,100,zonisamid,zonisamide,90,90
2418.0,33,oleovit d3 gtt,cholecalciferol,13,0
979492.0,80,losartan  50.0 mg tablet,losartan potassium 50 MG Oral Tablet,52,33
967374.0,13,allelock od,Alleroff,36,36
198014.0,80,naproxen-aleve 500 mg tablet,naproxen 500 MG Oral Tablet,50,32
9853.0,100,na,sodium,0,0
104475.0,67,oral 75 mg orodispersible tablet,aspirin 75 MG Disintegrating Oral Tablet,37,25
153970.0,100,hyoscyamin,hyoscyamine,90,90
865575.0,75,moprol,Toprol,83,83
647366.0,50,xolegel corepak,Xolegel,40,40
196573.0,100,cough syrup,,0,0
105171.0,88,cefadroxil for oral suspension usp 500mg/5ml,cefadroxil 100 MG/ML Oral Suspension,43,25
370754.0,100,acetaminophen codeine phosphate oral tablet,acetaminophen / codeine Oral Tablet,67,20
9853.0,100,na,sodium,0,0
319812.0,100,siberian ginseng,Siberian ginseng preparation,53,39
220918.0,13,viacell 3 double strength,Vivelle,20,12
219014.0,60,p.e.t.scanner,,0,0
,0,unisedil,,0,0
313048.0,60,dakin 's solution 0.25 century pharmaceutical topical,sodium hypochlorite 2.5 MG/ML Topical Solution,22,22
311944.0,25,visacor  5.0 mg,niacin 500 MG Oral Tablet [Niacor],14,20
993449.0,25,blind denosumab,denosumab,60,60
392643.0,100,tramadol hcl and acetaminophen,,0,0
227303.0,50,probrotic,Procrit,44,44
343197.0,75,teva-montelukast 10 mg,montelukast 10 MG,68,68
203128.0,50,midazolam amp,midazolam hydrochloride,43,43
3041.0,100,cytosine arabinoside,cytarabine,50,20
9853.0,100,na,sodium,0,0
226719.0,45,etoposide intravenous 180.0 mg solution for injection,etoposide 100 MG Injection [Etopophos],35,30
237747.0,29,sentry multivit/mineral suppl,,0,0
607999.0,100,pioglitazone hydrochloride/metformin hydrochloride,metformin / pioglitazone,22,46
353108.0,100,escitalopram oxalate,escitalopram oxalate,100,100
105585.0,100,methotrexate sodium 2.5 mg tab,methotrexate 2.5 MG Oral Tablet,48,29
262418.0,50,altace hct,Altace,50,50
597984.0,46,amlodipine besylate\atorvastatin calcium oral 1.0 df tablet,amlodipine 5 MG / atorvastatin 40 MG Oral Tablet,57,18
5650.0,100,idarubicin hydrochloride,idarubicin,41,41
11289.0,75,wafarin,warfarin,87,87
10580.0,25,taltirelin,thyrotropin-releasing hormone,27,27
,0,intravenous 50.0 mg,,0,0
312961.0,88,simvastatin oral 20.0 mg film-coated tablet,simvastatin 20 MG Oral Tablet,53,39
199123.0,83,bicalutamide oral 50.0 mg tablet,bicalutamide 50 MG Oral Tablet,62,31
1169.0,50,pantocid d,aspartic acid,38,30
1184356.0,32,prostec oral 150.0 mg,MG Plus Protein Oral Product,25,25
1291861.0,50,dymista spr,Dymista,54,54
329526.0,75,apo amlodipine 10 mg,amlodipine 10 MG,70,50
9853.0,100,na,sodium,0,0
251857.0,83,ramipril-isis oral 5 mg tablet,ramipril 5 MG Oral Tablet,60,33
897584.0,56,oral 3 mg modified-release capsule hard,24 HR verapamil hydrochloride 100 MG Extended Release Oral Capsule,24,31
541141.0,75,tevtropin,,0,0
378301.0,67,aripiprazole oral,aripiprazole Oral Tablet,66,29
1307554.0,100,artemisia capillaris flower,Artemisia capillaris flower extract,74,74
284649.0,100,advair disku,,0,0
687649.0,100,calcium 500 + d,,0,0
1191.0,100,aspirin,aspirin,100,100
875807.0,50,anhydrous dextrose\calcium chloride\magnesium chloride\sodium bicarbonate\sodium lactate intraperitoneal solution for peritoneal dialysis,calcium chloride / glucose / lactate / magnesium chloride / sodium chloride Intraperitoneal Solution,39,31
1740255.0,75,imazol,Imizol,66,66
854238.0,46,enoxaparin 60 mg syr subcutaneous 36.0 df suspension for injection,0.6 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,19,18
24941.0,25,femibion schwangerschaft 2,ferrous fumarate,26,23
198335.0,71,sulfamethoxazole/trimethoprim 800/160 mg bid,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,57,59
485023.0,55,mycophenolic acid oral 1080.0 mg gastro-resistant tablet,mycophenolic acid 360 MG Delayed Release Oral Tablet,48,25
9853.0,100,na,sodium,0,0
237159.0,50,broncovaleas salbutamol,levalbuterol,39,39
9853.0,100,na,sodium,0,0
4278.0,75,fomotidine,famotidine,90,90
1895.0,50,calcium ace,calcium,63,63
861362.0,78,arixtra 2.5mg/0.5ml,0.5 ML fondaparinux sodium 5 MG/ML Prefilled Syringe [Arixtra],11,17
373200.0,80,oxycodone w/apap oral tablet,acetaminophen / oxycodone Oral Tablet,35,21
1154145.0,67,calcium pill,calcium carbonate Pill,50,36
861210.0,57,alphagan p sol 0.15,brimonidine tartrate 1.5 MG/ML Ophthalmic Solution [Alphagan],13,19
9863.0,67,ornidazole sodium chloride,sodium chloride,57,57
388608.0,40,80.0 mg dispersible tablet,,0,0
1049717.0,71,oxycodone hydrochloride oral 10.0 mg capsule hard,oxycodone hydrochloride 10 MG Oral Capsule,65,65
6574.0,25,natural way magnesium complex,magnesium,31,31
898555.0,60,one-a day woman 's,,0,0
28393.0,67,lactic acid yeast,lactic acid,64,64
315778.0,38,dexamethason capsule 4 mg brand name not specify,dexamethasone 4 MG,33,33
6902.0,50,meeethylprednisolone,methylprednisolone,90,90
313565.0,100,valacyclovir tab 500 mg,valacyclovir 500 MG Oral Tablet,48,64
197517.0,88,clarithromycin oral 500.0 mg film-coated tablet,clarithromycin 500 MG Oral Tablet,57,17
7455.0,25,nitroflurantn,nitrofurazone,69,69
11416.0,50,hydroxyzine zn,zinc,21,21
690068.0,50,renu sodium chloride edetate,,0,0
336.0,67,immune-enhance,,0,0
705022.0,100,fluticasone propionate,fluticasone furoate,72,72
84815.0,50,adderall teva,Adderall,53,53
1115877.0,29,clexane 4000 iu axa,cholecalciferol 0.1 MG Oral Tablet,29,26
707510.0,33,nasenspray ratiopharm,,0,0
993837.0,67,tylenol w codeine no. 3,acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet [Tylenol with Codeine],19,23
2473288.0,33,magnosolv btl,,0,0
30236.0,50,morphinic derivative,morphine sulfate,55,20
261551.0,50,lantus insulin,Lantus,35,35
692192.0,22,ulocuplumab intravenous drip 10 mg/kg injection,,0,0
73056.0,63,risedronique,risedronate,75,75
617922.0,50,regular medication,,0,0
214427.0,100,potassium citrate/ citric acid,citric acid / potassium citrate,19,90
4716.0,50,gelalmin,gelatin,75,75
208543.0,80,armour thyroid 90 mg,thyroid (USP) 90 MG Oral Tablet [Armour Thyroid],16,31
353169.0,25,quantum,,0,0
215010.0,100,activant,,0,0
133049.0,60,angiotensin ii antagonist plain,,0,0
309593.0,70,cyancolbalamin 1 mg tablet,vitamin B12 1 MG Oral Tablet,28,21
6585.0,100,magnesium?sulfate,magnesium sulfate,94,94
219289.0,50,neo/poly/dex susp,Poly-Dex,29,29
1940675.0,40,solution on head,,0,0
73044.0,100,repaglinide,repaglinide,100,100
656137.0,100,sensipar 30 mg tab,cinacalcet 30 MG Oral Tablet [Sensipar],20,33
214619.0,100,losartan/hydrochlorothiazide,hydrochlorothiazide / losartan,33,40
1808220.0,50,propofol intravenous 150 mg oral emulsion,,0,0
378070.0,100,testosterone topical gel,testosterone Topical Gel,91,29
723.0,100,amoxicillin,amoxicillin,100,100
687675.0,67,calcium + d,,0,0
2107844.0,75,profenid,,0,0
9853.0,100,na,sodium,0,0
215338.0,50,unspecified antitussive,,0,0
2178222.0,75,slow magnesium/ calcium,,0,0
2181763.0,75,piperacillin sodium and tazobactam for injection,,0,0
404786.0,100,carbidopa levodopa entacapone,carbidopa / entacapone / levodopa,42,87
1423217.0,75,tylenol with codeine no. 2,,0,0
484139.0,29,dermol shower benzalkonium chloride/chlorhexidine hcl/isopropyl myris,chlorhexidine / isopropyl alcohol,31,40
10312.0,100,gastro-resistant tablet,Delayed Release Oral Tablet,33,33
247840.0,31,salbutamol mylan 5 mg/5 ml solution pour perfusion,albuterol 2 MG/ML Inhalation Solution,42,28
235824.0,100,azelastine hcl,azelastine hydrochloride,58,58
214622.0,100,moexipril/hctz,hydrochlorothiazide / moexipril,12,12
8704.0,75,prochloperazine,prochlorperazine,93,93
1306292.0,33,oral 4.0 df tablet,cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,12,10
581255.0,38,inhalation aerosol,Prosol,27,27
8214.0,50,lecithin 3500,lecithin,61,61
377743.0,83,liodcaine/prilocaine cream,lidocaine / prilocaine Topical Cream,66,61
32915.0,50,teriparatide acetate,teriparatide,60,60
311354.0,100,lisinopril tablet 5 mg,lisinopril 5 MG Oral Tablet,44,14
4603.0,50,furosemide infusion,furosemide,52,52
702354.0,57,rogaine for man unscente topical 5 pct foam,minoxidil 50 MG/ML Topical Foam [Rogaine],23,30
5720.0,100,immunoglobulin,,0,0
9853.0,100,na,sodium,0,0
2113002.0,21,concomitant medical product description,,0,0
2198470.0,33,prescription d3,,0,0
351125.0,30,follitropin 225.0 iu,follitropin alfa 600 UNT/ML Injectable Solution,31,19
9010.0,50,pyrimethamine leucovorin,pyrimethamine,54,54
813233.0,50,mg2+probiotic,,0,0
405392.0,25,vitamon b12,Vigamox,36,36
38404.0,50,blind topiramate,topiramate,62,62
236058.0,100,cefepime dihydrochloride,cefepime hydrochloride,91,91
235282.0,33,ultralente,"ultralente insulin, beef",41,41
236782.0,100,saccharomyce boulardii,Saccharomyces boulardii,91,13
30236.0,100,morphine sulfate,morphine sulfate,100,100
1010033.0,40,lidocaine cutaneous 1 df,lidocaine hydrochloride 10 MG/ML Injectable Solution,26,36
316543.0,80,potassium cl 750 10meq,potassium chloride 10 MEQ,60,52
202996.0,50,fuorese,Lioresal,50,50
317394.0,100,itraconazole 100 mg,itraconazole 100 MG,89,68
153165.0,75,pipitor,Lipitor,85,85
22299.0,75,daptomicine,daptomycin,81,81
597970.0,60,atorvastatine teva sante 10 mg,atorvastatin 10 MG,53,40
385588.0,50,lercanidipin 20 mg,lercanidipine 10 MG,78,63
1293167.0,50,omegae,,0,0
2050988.0,50,hormonal cream,,0,0
966177.0,40,euthyrox 200 microgramme comprime oral 1.0 df,levothyroxine sodium 0.1 MG Oral Tablet [Euthyrox],20,30
656659.0,83,bosentan oral 125.0 mg tablet,bosentan 125 MG Oral Tablet,55,24
1372744.0,50,humulin c,Humulin,66,66
272.0,33,medicine for hypertension,activated charcoal,16,16
35208.0,100,quinapril,quinapril,100,100
1294588.0,50,external-olanzapine,olanzapine pamoate,10,10
236665.0,100,black cohosh,black cohosh extract,60,60
1296230.0,50,androderm transdermal patch,Androderm Transdermal Product,72,72
2054617.0,44,hydrochlorothiazide\olmesartan medoxomil  1.0 df film-coated tablet,,0,0
