rxcui,og_score,og_query,rxnorm_concept
236665.0,67,black cohosh oral,black cohosh extract
2184116.0,100,amlodipine bisulfate,amlodipine benzoate
236539.0,100,ropivacaine,ropivacaine hydrochloride
227192.0,50,hypoten,Hypotears
392643.0,100,tramadol hcl-acetaminophen,<NA>
203357.0,50,msir capsule,<NA>
226326.0,100,dermovate,<NA>
2054490.0,100,rabeprazole sodium tablet delay release,<NA>
261551.0,50,lantus solo,Lantus
1589.0,100,biperiden lactate,biperiden
217905.0,50,klor-con m 20,Klor-Con
,0,cream,<NA>
1426761.0,100,eemt hs,<NA>
1099595.0,60,divalproex sodium 1200 mg,divalproex sodium 125 MG
4493.0,50,fluoxetine cap,fluoxetine
372545.0,100,ketorolac injectable solution,ketorolac Injectable Solution
8825.0,100,protamin,protamine sulfate (USP)
312913.0,20,alba botanica natural sea minderal cleansing gel topical,<NA>
597966.0,100,atorvastatine 20 mg,atorvastatin 20 MG
151414.0,50,dicloforte,Beconase
6058.0,75,sorbifer,isosorbide dinitrate
992209.0,100,diabetic tussin ex,Diabetic Tussin EX
311354.0,100,lisinopril tab 5 mg,lisinopril 5 MG Oral Tablet
1689068.0,33,olm me,<NA>
1721298.0,88,antiacid,aconitic acid
1947939.0,43,caltrate bone 600 + d3,<NA>
42543.0,67,potassium l?aspartate,aspartate
597983.0,60,atorvastatin 40 mg 1/day,atorvastatin 40 MG
9853.0,100,na,sodium
23683.0,100,dromostanolone propionate,dromostanolone propionate
,0,flucithalmic,<NA>
806329.0,50,antibiotic cre plus,<NA>
10572.0,50,arco-thyroid,thyroid (USP)
854840.0,67,vyvanse 40 mg shire oral,lisdexamfetamine dimesylate 40 MG Oral Capsule [Vyvanse]
11253.0,67,vit d 12,vitamin D
84857.0,100,anastrozole,anastrozole
1001472.0,100,dutasteride-tamsulosin hcl,dutasteride / tamsulosin
371201.0,67,calcium carbonate oral 9 df tablet,calcium carbonate Oral Tablet
215831.0,75,calcium citrate+d,<NA>
1191.0,100,aspirin,aspirin
9853.0,100,na,sodium
866425.0,88,fer-iron 75,<NA>
855915.0,100,diclofenac sodium 75 mg,diclofenac sodium 75 MG
1110713.0,25,chemotherapy agent oral 400.0 mg,<NA>
809029.0,43,valsartan hct sandoz oral,hydrochlorothiazide / valsartan Oral Tablet [Diovan HCT]
9853.0,100,na,sodium
2121532.0,83,mucinex sinus-max pressure and pain,<NA>
1540053.0,100,vitamin b3,<NA>
1718933.0,100,olanzapine pamoate 210 mg,olanzapine 210 MG
602792.0,25,sedamol,SenoSol
9853.0,100,na,sodium
313565.0,83,valacyclovir hydrochloride oral 500.0 mg tablet,valacyclovir 500 MG Oral Tablet
466581.0,100,acetaminophen\caffeine\salicylamide,acetaminophen / caffeine / salicylamide
892278.0,33,levothyroxine 10.50 mg,levothyroxine sodium 1 MG
6711.0,75,jelatonin,melatonin
203114.0,100,amiodaron hcl,amiodarone hydrochloride
,0,intravenous 40.0 mg,<NA>
36676.0,100,sodium bicarbonate,sodium bicarbonate
605203.0,100,glucosamine chondritin,<NA>
9853.0,100,na,sodium
216459.0,75,depakotte,Depakote
1014614.0,100,oxycodone 5 mg,oxycodone hydrochloride 5 MG
6400.0,58,linola linoleic acid,linoleic acid
9853.0,100,na,sodium
1663223.0,100,amiodarone injectable,amiodarone Injection
26225.0,100,ondansetron hcl,ondansetron
1667221.0,67,tramadol hydrochloride oral 150.0 mg,<NA>
48470.0,75,crean,Creon
1609231.0,67,otc artificial tear,<NA>
1650178.0,100,virt?vite forte,<NA>
360364.0,100,clozapine mylan,<NA>
23247.0,50,msm supplement,methylsulfonylmethane
9853.0,100,na,sodium
106964.0,100,hydrocortisone/lidocaine,hydrocortisone / lidocaine
9853.0,100,na,sodium
215839.0,100,calcium + vitamin d,<NA>
1374695.0,50,omega 3 300 mg,<NA>
406051.0,75,imatinib mesylate 400 mg teva,imatinib 400 MG
5227.0,60,heparin low-molecular-mass,<NA>
6375.0,100,l dopa,levodopa
854988.0,100,perindopril oral 4 mg tablet,perindopril erbumine 4 MG Oral Tablet
214317.0,100,bisoprolol?hydrochlorothiazide,bisoprolol / hydrochlorothiazide
6963.0,100,midodrine hydrochloride,midodrine
209010.0,36,calpero oral 500.0 mg,calcium acetate 667 MG Oral Tablet [Calphron]
391874.0,71,esomeprazole magnesium oral 40.0 mg,esomeprazole 40 MG Oral Capsule
161.0,50,paracetamol cox,acetaminophen
202421.0,100,coumadin,Coumadin
707416.0,33,proactiv deep cleansing body brush,<NA>
2283546.0,23,intramuscular 1.0 df,cholecalciferol 0.095 MG / folic acid 1 MG Oral Tablet
1043735.0,83,b complex with vitamin c and d,<NA>
701889.0,50,dextran 70\hypromellose  1.0 gtt,dextran 70 0.001 MG/MG / hypromellose 0.008 MG/MG Ophthalmic Gel
866498.0,44,hct?beta oral 25 mg,hydrochlorothiazide 25 MG / metoprolol tartrate 100 MG Oral Tablet [Lopressor HCT]
3355.0,75,diclofinac,diclofenac
134748.0,50,ra cetrizine hcl,rasagiline
144254.0,75,loratab 10,Lortab
10582.0,75,levythyroxin,levothyroxine
895502.0,41,canis lupus familiaris dander\canis hair subcutaneous 0.3 ml concentrate for cutaneous solution,dog hair extract 100 MG/ML Injectable Solution
219847.0,50,seloken,<NA>
1302755.0,28,venotrix intravenous 100 mg,epoprostenol 0.5 MG Injection [Veletri]
151131.0,33,adalat xl-srt,Adalat
199492.0,100,nitrazepam oral 5 mg tablet,nitrazepam 5 MG Oral Tablet
8308.0,100,phytonadione,vitamin K1
197891.0,58,lithium carbonate oral 900.0 mg film-coated tablet,lithium carbonate 300 MG Extended Release Oral Tablet
858817.0,67,enalapril maleaat pch tablet 10 mg,enalapril maleate 10 MG Oral Tablet
218488.0,100,multivitamin with mineral,<NA>
1366666.0,33,vitamin beta carotene,rotenone
1799649.0,50,meticorten sp,SPS
237159.0,50,salbutamol dosieraerosol,levalbuterol
215928.0,50,cylex,Celexa
2107845.0,50,bio-d3 plus,<NA>
1372632.0,50,alisma plantago-aquatica var orientale tuber,Alisma plantago-aquatica subsp. orientale root extract
2029266.0,100,zolbetuximab,<NA>
82100.0,50,cefoperazone sodium and sulbactam for injection,sulbactam sodium
861007.0,75,metformin hydrochloride  500.0 mg film-coated tablet,metformin hydrochloride 500 MG Oral Tablet
1152446.0,67,cetirizine hydrochloride oral,cetirizine Oral Product
92103.0,25,centrum senior over 50,<NA>
373585.0,100,prednisone tablet,prednisone Oral Tablet
863669.0,83,tamsulosin hydrochloride oral 0.4 mg,tamsulosin hydrochloride 0.4 MG Oral Capsule
266856.0,50,divalproex sodium dispensing solution,divalproex sodium
688099.0,100,metoprolol succ er,<NA>
2204955.0,83,calcium aspartate oral 1200 mg tablet,<NA>
817579.0,67,acetaminophen-codeine 3,acetaminophen / codeine
1389232.0,100,laninamivir octanoate,<NA>
203798.0,50,microlax,<NA>
892767.0,100,nauzene,<NA>
4301.0,100,omega?3 polyunsaturated,omega-3 fatty acids
8620.0,25,pantozol,practolol
9853.0,100,na,sodium
220113.0,60,nature make super b-complex,<NA>
351125.0,27,embolex subcutaneous 30000.0 iu,follitropin alfa 600 UNT/ML Injectable Solution
17315.0,100,alka-seltzer,Alka-Seltzer
142236.0,100,human plasma,<NA>
11115.0,25,vagiman,valine
1300268.0,50,ketorax,Ketodan
2058400.0,60,mucinex fast max,<NA>
203214.0,67,diclofenac sodium oral,diclofenac sodium
857713.0,75,diclofenac sodium oral 75 mg tablet,diclofenac sodium 75 MG Extended Release Oral Tablet
812450.0,50,chemo port,<NA>
833471.0,16,meto tablinen oral 200.0 mg,betamethasone 0.0005 MG/MG / calcipotriene 0.00005 MG/MG [Taclonex]
1173193.0,31,enelbin ret oral,Edecrin Oral Product
105285.0,80,oral 2 g tablet,sulfalene 2000 MG Oral Tablet
723.0,100,amoxicillin,amoxicillin
284845.0,100,prolex d,<NA>
353098.0,100,xyrem,Xyrem
39998.0,100,zonisamid,zonisamide
2418.0,33,oleovit d3 gtt,cholecalciferol
979492.0,80,losartan  50.0 mg tablet,losartan potassium 50 MG Oral Tablet
967374.0,13,allelock od,Alleroff
198014.0,80,naproxen-aleve 500 mg tablet,naproxen 500 MG Oral Tablet
9853.0,100,na,sodium
104475.0,67,oral 75 mg orodispersible tablet,aspirin 75 MG Disintegrating Oral Tablet
153970.0,100,hyoscyamin,hyoscyamine
865575.0,75,moprol,Toprol
647366.0,50,xolegel corepak,Xolegel
196573.0,100,cough syrup,<NA>
105171.0,88,cefadroxil for oral suspension usp 500mg/5ml,cefadroxil 100 MG/ML Oral Suspension
370754.0,100,acetaminophen codeine phosphate oral tablet,acetaminophen / codeine Oral Tablet
9853.0,100,na,sodium
319812.0,100,siberian ginseng,Siberian ginseng preparation
220918.0,13,viacell 3 double strength,Vivelle
219014.0,60,p.e.t.scanner,<NA>
,0,unisedil,<NA>
313048.0,60,dakin 's solution 0.25 century pharmaceutical topical,sodium hypochlorite 2.5 MG/ML Topical Solution
311944.0,25,visacor  5.0 mg,niacin 500 MG Oral Tablet [Niacor]
993449.0,25,blind denosumab,denosumab
392643.0,100,tramadol hcl and acetaminophen,<NA>
227303.0,50,probrotic,Procrit
343197.0,75,teva-montelukast 10 mg,montelukast 10 MG
203128.0,50,midazolam amp,midazolam hydrochloride
3041.0,100,cytosine arabinoside,cytarabine
9853.0,100,na,sodium
226719.0,45,etoposide intravenous 180.0 mg solution for injection,etoposide 100 MG Injection [Etopophos]
237747.0,29,sentry multivit/mineral suppl,<NA>
607999.0,100,pioglitazone hydrochloride/metformin hydrochloride,metformin / pioglitazone
353108.0,100,escitalopram oxalate,escitalopram oxalate
105585.0,100,methotrexate sodium 2.5 mg tab,methotrexate 2.5 MG Oral Tablet
262418.0,50,altace hct,Altace
597984.0,46,amlodipine besylate\atorvastatin calcium oral 1.0 df tablet,amlodipine 5 MG / atorvastatin 40 MG Oral Tablet
5650.0,100,idarubicin hydrochloride,idarubicin
11289.0,75,wafarin,warfarin
10580.0,25,taltirelin,thyrotropin-releasing hormone
,0,intravenous 50.0 mg,<NA>
312961.0,88,simvastatin oral 20.0 mg film-coated tablet,simvastatin 20 MG Oral Tablet
199123.0,83,bicalutamide oral 50.0 mg tablet,bicalutamide 50 MG Oral Tablet
1169.0,50,pantocid d,aspartic acid
1184356.0,32,prostec oral 150.0 mg,MG Plus Protein Oral Product
1291861.0,50,dymista spr,Dymista
329526.0,75,apo amlodipine 10 mg,amlodipine 10 MG
9853.0,100,na,sodium
251857.0,83,ramipril-isis oral 5 mg tablet,ramipril 5 MG Oral Tablet
897584.0,56,oral 3 mg modified-release capsule hard,24 HR verapamil hydrochloride 100 MG Extended Release Oral Capsule
541141.0,75,tevtropin,<NA>
378301.0,67,aripiprazole oral,aripiprazole Oral Tablet
1307554.0,100,artemisia capillaris flower,Artemisia capillaris flower extract
284649.0,100,advair disku,<NA>
687649.0,100,calcium 500 + d,<NA>
1191.0,100,aspirin,aspirin
875807.0,50,anhydrous dextrose\calcium chloride\magnesium chloride\sodium bicarbonate\sodium lactate intraperitoneal solution for peritoneal dialysis,calcium chloride / glucose / lactate / magnesium chloride / sodium chloride Intraperitoneal Solution
1740255.0,75,imazol,Imizol
854238.0,46,enoxaparin 60 mg syr subcutaneous 36.0 df suspension for injection,0.6 ML enoxaparin sodium 100 MG/ML Prefilled Syringe
24941.0,25,femibion schwangerschaft 2,ferrous fumarate
198335.0,71,sulfamethoxazole/trimethoprim 800/160 mg bid,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet
485023.0,55,mycophenolic acid oral 1080.0 mg gastro-resistant tablet,mycophenolic acid 360 MG Delayed Release Oral Tablet
9853.0,100,na,sodium
237159.0,50,broncovaleas salbutamol,levalbuterol
9853.0,100,na,sodium
4278.0,75,fomotidine,famotidine
1895.0,50,calcium ace,calcium
861362.0,78,arixtra 2.5mg/0.5ml,0.5 ML fondaparinux sodium 5 MG/ML Prefilled Syringe [Arixtra]
373200.0,80,oxycodone w/apap oral tablet,acetaminophen / oxycodone Oral Tablet
1154145.0,67,calcium pill,calcium carbonate Pill
861210.0,57,alphagan p sol 0.15,brimonidine tartrate 1.5 MG/ML Ophthalmic Solution [Alphagan]
9863.0,67,ornidazole sodium chloride,sodium chloride
388608.0,40,80.0 mg dispersible tablet,<NA>
1049717.0,71,oxycodone hydrochloride oral 10.0 mg capsule hard,oxycodone hydrochloride 10 MG Oral Capsule
6574.0,25,natural way magnesium complex,magnesium
898555.0,60,one-a day woman 's,<NA>
28393.0,67,lactic acid yeast,lactic acid
315778.0,38,dexamethason capsule 4 mg brand name not specify,dexamethasone 4 MG
6902.0,50,meeethylprednisolone,methylprednisolone
313565.0,100,valacyclovir tab 500 mg,valacyclovir 500 MG Oral Tablet
197517.0,88,clarithromycin oral 500.0 mg film-coated tablet,clarithromycin 500 MG Oral Tablet
7455.0,25,nitroflurantn,nitrofurazone
11416.0,50,hydroxyzine zn,zinc
690068.0,50,renu sodium chloride edetate,<NA>
336.0,67,immune-enhance,<NA>
705022.0,100,fluticasone propionate,fluticasone furoate
84815.0,50,adderall teva,Adderall
1115877.0,29,clexane 4000 iu axa,cholecalciferol 0.1 MG Oral Tablet
707510.0,33,nasenspray ratiopharm,<NA>
993837.0,67,tylenol w codeine no. 3,acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet [Tylenol with Codeine]
2473288.0,33,magnosolv btl,<NA>
30236.0,50,morphinic derivative,morphine sulfate
261551.0,50,lantus insulin,Lantus
692192.0,22,ulocuplumab intravenous drip 10 mg/kg injection,<NA>
73056.0,63,risedronique,risedronate
617922.0,50,regular medication,<NA>
214427.0,100,potassium citrate/ citric acid,citric acid / potassium citrate
4716.0,50,gelalmin,gelatin
208543.0,80,armour thyroid 90 mg,thyroid (USP) 90 MG Oral Tablet [Armour Thyroid]
353169.0,25,quantum,<NA>
215010.0,100,activant,<NA>
133049.0,60,angiotensin ii antagonist plain,<NA>
309593.0,70,cyancolbalamin 1 mg tablet,vitamin B12 1 MG Oral Tablet
6585.0,100,magnesium?sulfate,magnesium sulfate
219289.0,50,neo/poly/dex susp,Poly-Dex
1940675.0,40,solution on head,<NA>
73044.0,100,repaglinide,repaglinide
656137.0,100,sensipar 30 mg tab,cinacalcet 30 MG Oral Tablet [Sensipar]
214619.0,100,losartan/hydrochlorothiazide,hydrochlorothiazide / losartan
1808220.0,50,propofol intravenous 150 mg oral emulsion,<NA>
378070.0,100,testosterone topical gel,testosterone Topical Gel
723.0,100,amoxicillin,amoxicillin
687675.0,67,calcium + d,<NA>
2107844.0,75,profenid,<NA>
9853.0,100,na,sodium
215338.0,50,unspecified antitussive,<NA>
2178222.0,75,slow magnesium/ calcium,<NA>
2181763.0,75,piperacillin sodium and tazobactam for injection,<NA>
404786.0,100,carbidopa levodopa entacapone,carbidopa / entacapone / levodopa
1423217.0,75,tylenol with codeine no. 2,<NA>
484139.0,29,dermol shower benzalkonium chloride/chlorhexidine hcl/isopropyl myris,chlorhexidine / isopropyl alcohol
10312.0,100,gastro-resistant tablet,Delayed Release Oral Tablet
247840.0,31,salbutamol mylan 5 mg/5 ml solution pour perfusion,albuterol 2 MG/ML Inhalation Solution
235824.0,100,azelastine hcl,azelastine hydrochloride
214622.0,100,moexipril/hctz,hydrochlorothiazide / moexipril
8704.0,75,prochloperazine,prochlorperazine
1306292.0,33,oral 4.0 df tablet,cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet
581255.0,38,inhalation aerosol,Prosol
8214.0,50,lecithin 3500,lecithin
377743.0,83,liodcaine/prilocaine cream,lidocaine / prilocaine Topical Cream
32915.0,50,teriparatide acetate,teriparatide
311354.0,100,lisinopril tablet 5 mg,lisinopril 5 MG Oral Tablet
4603.0,50,furosemide infusion,furosemide
702354.0,57,rogaine for man unscente topical 5 pct foam,minoxidil 50 MG/ML Topical Foam [Rogaine]
5720.0,100,immunoglobulin,<NA>
9853.0,100,na,sodium
2113002.0,21,concomitant medical product description,<NA>
2198470.0,33,prescription d3,<NA>
351125.0,30,follitropin 225.0 iu,follitropin alfa 600 UNT/ML Injectable Solution
9010.0,50,pyrimethamine leucovorin,pyrimethamine
813233.0,50,mg2+probiotic,<NA>
405392.0,25,vitamon b12,Vigamox
38404.0,50,blind topiramate,topiramate
236058.0,100,cefepime dihydrochloride,cefepime hydrochloride
235282.0,33,ultralente,"ultralente insulin, beef"
236782.0,100,saccharomyce boulardii,Saccharomyces boulardii
30236.0,100,morphine sulfate,morphine sulfate
1010033.0,40,lidocaine cutaneous 1 df,lidocaine hydrochloride 10 MG/ML Injectable Solution
316543.0,80,potassium cl 750 10meq,potassium chloride 10 MEQ
202996.0,50,fuorese,Lioresal
317394.0,100,itraconazole 100 mg,itraconazole 100 MG
153165.0,75,pipitor,Lipitor
22299.0,75,daptomicine,daptomycin
597970.0,60,atorvastatine teva sante 10 mg,atorvastatin 10 MG
385588.0,50,lercanidipin 20 mg,lercanidipine 10 MG
1293167.0,50,omegae,<NA>
2050988.0,50,hormonal cream,<NA>
966177.0,40,euthyrox 200 microgramme comprime oral 1.0 df,levothyroxine sodium 0.1 MG Oral Tablet [Euthyrox]
656659.0,83,bosentan oral 125.0 mg tablet,bosentan 125 MG Oral Tablet
1372744.0,50,humulin c,Humulin
272.0,33,medicine for hypertension,activated charcoal
35208.0,100,quinapril,quinapril
1294588.0,50,external-olanzapine,olanzapine pamoate
236665.0,100,black cohosh,black cohosh extract
1296230.0,50,androderm transdermal patch,Androderm Transdermal Product
2054617.0,44,hydrochlorothiazide\olmesartan medoxomil  1.0 df film-coated tablet,<NA>
832718.0,79,klorcon 8 er meq,potassium chloride 8 MEQ Extended Release Oral Tablet [Klor-Con]
3002.0,50,cycylophoshamide,cyclophosphamide
5487.0,100,hydrochlorothiazid,hydrochlorothiazide
384410.0,100,ethinyl estradiol\norethindrone,ethinyl estradiol / norethindrone
856535.0,71,propranolol er 60 mg,24 HR propranolol hydrochloride 60 MG Extended Release Oral Capsule
1426254.0,50,omeazole,oleanolic acid
151422.0,100,benylin,<NA>
377632.0,100,capsaicin top cream,capsaicin Topical Cream
1358977.0,67,cranberry juice powder,cranberry juice
1156069.0,75,budesonide + formoterol inhaler,budesonide / formoterol Inhalant Product
2274384.0,43,tazemetostat oral 400.0 mg,tazemetostat 200 MG Oral Tablet
48203.0,50,amoxil/clavu,clavulanate
8339.0,50,piperacillin eberth,piperacillin
217024.0,100,excedrin for migraine,<NA>
606677.0,33,novo log,<NA>
725.0,50,amphet/dextr,amphetamine
1303097.0,100,aclidinium bromide,aclidinium bromide
379272.0,60,milgamma na oral capsule,sodium bicarbonate Oral Capsule
312938.0,75,sertralin puren 100 mg film coated tablet,sertraline 100 MG Oral Tablet
1720601.0,86,mepolizumab subcutaneous 100.0 mg powder for injection,mepolizumab 100 MG Injection
198428.0,67,lamotrigine oral 150.0 mg,lamotrigine 150 MG Oral Tablet
10572.0,25,nutra throd,thyroid (USP)
1593744.0,33,oral 1 df,cholecalciferol 3775 UNT / folic acid 1 MG Oral Capsule
,0,dexmethylphenidatehydrochloride,<NA>
1999155.0,100,phloroglucinol dihydrate,<NA>
10368.0,100,terbutaline,terbutaline
827232.0,50,urosen forte plus,<NA>
5224.0,50,heparin law,heparin
1088214.0,33,bion-transit,Bion Tears
614534.0,100,abacavir sulfate\lamivudine,abacavir / lamivudine
1043535.0,50,hyland 's leg cramp pm,<NA>
9853.0,100,na,sodium
402562.0,100,vitamin b compound,<NA>
197843.0,83,isotretinoin oral 10.0 mg capsule,isotretinoin 10 MG Oral Capsule
47181.0,100,bismuthate tripotassium dicitrate,bismuth subcitrate
202987.0,50,toprimate,Dopram
519.0,100,allopurinol,allopurinol
1543095.0,83,antihemophilic factor fc fusion protein,efmoroctocog alfa
5640.0,50,ibuprofen dro,ibuprofen
2049771.0,67,mometasone cream 1,<NA>
218053.0,100,liver,<NA>
2054664.0,60,bupropion hydrochloride prolonged?release tablet,<NA>
1158375.0,38,nebilox oral tablet,nabilone Oral Product
966248.0,67,oral 112 ug tablet,levothyroxine sodium 0.112 MG Oral Tablet
1919890.0,57,a-z multivitamin oral tablet,<NA>
203015.0,50,persantin-i,Persantine
311296.0,100,levofloxacin 750 mg tab,levofloxacin 750 MG Oral Tablet
2169801.0,50,laurice acid,<NA>
371729.0,100,dexamethasone  tablet,dexamethasone Oral Tablet
1006340.0,50,cayenne capsicum annuum fruit,cayenne pepper allergenic extract
284664.0,67,b-complex squibb,<NA>
1148395.0,50,rostavan,Rosadan
11248.0,67,hydroxy b-12,vitamin B12
151533.0,100,colestid,Colestid
2468322.0,80,pfizer covid?19 vaccine,<NA>
2054683.0,40,codeine 1.0 df tablet,<NA>
1425088.0,20,cyber/gamma knife treatment,3-(triethoxysilyl)propylamine
2111.0,100,carotene,<NA>
1939684.0,33,gsk2336805,<NA>
221153.0,88,quitiapine fumarate,quetiapine fumarate
197446.0,100,carisoprodol  350 mg tablet,carisoprodol 350 MG Oral Tablet
393355.0,80,calcipotrien oin betameth topical ointment,betamethasone / calcipotriene Topical Ointment
285129.0,100,glyburide-metformin hcl,glyburide / metformin
1430868.0,50,antiallergic,<NA>
576155.0,75,amnesteem 40 mg,isotretinoin 40 MG [Amnesteem]
1484495.0,75,dexan,decanal
216458.0,17,depalcole er,Depacon
91413.0,100,adrenal cortex extract,adrenal cortex extract
1663223.0,100,amiodarone injection hcl,amiodarone Injection
52358.0,100,magnesium gluconate,magnesium gluconate
47613.0,50,m+e calcium citrate,calcium citrate
497184.0,100,epzicom,Epzicom
393405.0,60,gliclazide oral 30.0 mg,gliclazide 30 MG
