prod_ai,drug_name,eu_num,hum_or_vet,procedure_type
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ibandronic acid,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ibandronsäure,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Instrel,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Juverital,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Kalosso,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Karadronat,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Kendarin,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Kwas alendronowy,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ledronin,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Lefosan Semanal,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Lendrate,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Lindron,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Lodronat,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Lorine,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Loron,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Losentra,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Loss,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Lozostun,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Lytos,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Massidron,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Matekit,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Medarin,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Meldoz,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Miosen,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Moralen,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Mosmass,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Moticlod,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Motivus,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Natrijev,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Natriumrisedronaat,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Neridronic acid,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Nerixia,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Niklod,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Nofemix,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Nofrattil,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Norifaz,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Norsed,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Novapam,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Opticalcio,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Optinate,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Osaston,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Osodens,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ossinat,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostac,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostacid,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostadil,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostalert,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostalis,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostaven,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostemax,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostenil,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Osteodidronel,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Osteomel,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Osteonat,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Osteonorm,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Osteoron,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Osteos,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Osteotab,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostepam,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Osteum,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostodronic,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostolek,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ostopor,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamerit,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidia,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidran,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidrin,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidro,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidrocell,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidron,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidronaat,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidronaatdinatrium,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidronat,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidronat Dinatrium Hospira,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidronatdinatrium,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidronate,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidronate de sodium,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidronato,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidrone,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamidronic acid,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamifos,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Paminject,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamired,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamisol,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamistad,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Pamitor,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Polerixen,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Porocalm,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Porodron,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Quodixor,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Racidrix,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Ralenost,,Human,Referral
"alendronic acid, clodronic acid, etidronic acid, ibandronic acid, neridronic acid, pamidronic acid, risedronic acid and tiludronic acid",Randronate,,Human,Referral
